Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation,Latitude,Longitude
Open,8/8/1965 12:30,Tularosa,NM,USA,Disk,"Object in the skys, 1963 or 65?",11/2/2003,,,33.075,-106.018048
Open,9/6/2014 23:30,Yah-ta-hey,NM,USA,Disk,I was traveling on SR-264 east heading to Gallup NM. My husband was driving. I was watching a plane in the distance and I looked over,9/8/2014,,,35.627235,-108.779834
Open,6/4/2007 13:00,,NM,USA,Disk,2 pictures taken from a airplane of an object up close.,7/27/2007,,,34.5199,-105.8701
Open,6/1/1997 3:30,,NM,USA,Disk,"on hwy 10east going to elpaso texas.,,, slow moving object, passed right in front of me no sound, but had a bright light, just flooted",4/4/1999,,,34.5199,-105.8701
Open,6/30/1966 0:01,,NM,USA,Disk,followed for about 15 minutes by saucer like object which disappeared at low level across desert in New Mexico in 1966.,12/17/2005,,,34.5199,-105.8701
Open,7/15/2006 14:30,,NM,USA,Disk,"We didn't here anything, or see anything for that matter until later.",1/11/2007,,,34.5199,-105.8701
Open,3/19/2001 10:00,,NM,USA,Disk,Short timed sighting over mountain,3/22/2001,,,34.5199,-105.8701
Open,10/1/1965 2:00,,NM,USA,Disk,While traveling at night we saw what appeared to be a glowing dish in the distance about 600 yards away and 200 ft high. The car light,6/25/1997,,,34.5199,-105.8701
Open,11/26/2022 12:43,,NM,USA,Disk,Flash of Light with Grey Disk,3/19/2023,Y,,34.5199,-105.8701
Open,5/23/2013 5:47,,NM,USA,Disk,"Huge disc with copper,metal,gold, and 4 bolts on three closed windows.",1/12/2023,,,34.5199,-105.8701
Open,5/11/2017 21:00,Alamogordo,NM,USA,Egg,"Looking towards the S, I noticed a stange group of orange lights. I told my friends to look outside. The lights did not move.",5/12/2017,,,32.891812,-105.952151
Open,7/28/2020 17:20,Albuquerque,NM,USA,Egg,Date July 28 2020 Time was approx 515-520 pm. I saw 3 egg looking possible ufos today. I was going south on wyoming between Academy,7/29/2020,,,35.101401,-106.631867
Open,8/22/2019 12:00,Albuquerque,NM,USA,Egg,"Saw a white egg shaped orb above I-25, in between Santa Fe and Albuquerque.",9/24/2019,,,35.101401,-106.631867
Open,9/8/2017 18:25,Albuquerque,NM,USA,Egg,Metallic object fell from sky in front of me while I was driving north a few miles south of Albuquerque Airport.,9/9/2017,,,35.101401,-106.631867
Open,1/26/2014 18:30,Albuquerque,NM,USA,Egg,The craft was no any commercial or military aircraft I've ever seen.,1/26/2014,,,35.101401,-106.631867
Open,1/1/2014 0:05,Albuquerque,NM,USA,Egg,Bright reddish gold object seen in Albuquerque NM FIVE MINS after midnite on new years 2014.,1/1/2014,,,35.101401,-106.631867
Open,7/2/1977 1:00,Carlsbad,NM,USA,Egg,Orange/Reddish in color. Steady in brightness. Rising straight up from horizon. Slowly to about 90 degrees in the sky. Then lights out,6/21/2012,,,32.418235,-104.230988
Open,1/1/2013 0:37,Farmington,NM,USA,Egg,Red egg shaped no sound quiet. Hooverd then shot off.,1/1/2013,,,36.746211,-108.19233
Open,7/24/2013 2:31,Lybrook,NM,USA,Egg,A triangular star cluster shot off an egg shaped craft southwest on 7/24/13 at 2:31 in the morning over Lybrook NM.,7/26/2013,,,36.233652,-107.572401
Open,11/7/2015 19:05,Pie Town,NM,USA,Egg,large light in western horizon bright and unusual. ((NUFORC Note: U. S. Navy missile launch. PD)),11/7/2015,,,34.298286,-108.134699
Open,1/16/2011 14:30,Roswell,NM,USA,Egg,"I was on flight American Airlines 1924 on January 16, 2011. The pilot announced that we were on descent just over Nevada bordering New",1/27/2011,,,33.394758,-104.523489
Open,9/28/2003 18:00,Santa Fe,NM,USA,Egg,A large bright egg shaped object that moved slightly.,10/6/2003,,,35.685756,-105.938613
Open,10/2/2002 7:30,Santa Fe,NM,USA,Egg,"Oct. ?,2002, Santa Fe, NM, egg or football shaped object discovered after downloading photo",9/22/2003,,,35.685756,-105.938613
Open,10/1/2002 8:30,Santa Fe,NM,USA,Egg,"Oct, 2002 , 8:30 AM, Santa Fe, NM, caught while photographing Santa Fe RR train station, duration unknown",9/23/2003,,,35.685756,-105.938613
Open,10/21/2022 13:12,Taos,NM,USA,Egg,Objects appears to just pop in sight. They move slowly eastward and seem to tilt so that the sun reflects back and forth.,10/22/2022,Y,,36.406326,-105.573264
Open,2/15/2006 14:00,,NM,USA,Egg,We were driving along the interstate 20/10 westbound heading to Arizona when we look to the South and see an odd shape in the sky. It d,2/24/2006,,,34.5199,-105.8701
Open,9/17/2011 10:00,Alamogordo,NM,USA,Fireball,Fire ball suddenly shoots up right angle and amazing speeds.,9/22/2011,,,32.891812,-105.952151
Open,4/27/2023 2:51,Albuquerque,NM,USA,Fireball,See video,4/27/2023,Y,,35.101401,-106.631867
Open,12/10/2022 7:07,Albuquerque,NM,USA,Fireball,"Taking sunset pictures, noticed a weird fireball",12/10/2022,Y,,35.101401,-106.631867
Open,7/28/2020 20:55,Albuquerque,NM,USA,Fireball,Bright blue ball with trail burning bright blue entered atmosphere falling then broke into 3 fireballs before dissapearing into. Starte,7/28/2020,,,35.101401,-106.631867
Open,6/26/2019 5:30,Albuquerque,NM,USA,Fireball,"saw what looked almost like a rocket, very high elevation, shoot across the sky in 3 bursts of speed and color from rear of whatever it",6/26/2019,,,35.101401,-106.631867
Open,3/23/2017 20:15,Albuquerque,NM,USA,Fireball,"My boyfriend and I observed a bright green (with some blue) fireball streaking across the S sky, traveling W.",3/24/2017,,,35.101401,-106.631867
Open,1/12/2017 21:35,Albuquerque,NM,USA,Fireball,4 fireballs seen in Albuquerque,1/13/2017,,,35.101401,-106.631867
Open,12/6/2015 18:34,Albuquerque,NM,USA,Fireball,"Bright green fireball south of Albuquerque, NM. ((NUFORC Note: Possible meteor?? PD))",12/6/2015,,,35.101401,-106.631867
Open,7/4/2015 0:00,Albuquerque,NM,USA,Fireball,"4 red fireball like ufos hovering around Albuquerque, New Mexico.",7/3/2015,,,35.101401,-106.631867
Open,1/12/2015 19:45,Albuquerque,NM,USA,Fireball,14 pulsating fireballs over Albuquerque emitting strange sounds,4/1/2015,,,35.101401,-106.631867
Open,11/7/2014 18:18,Albuquerque,NM,USA,Fireball,"Green fireball streaking across sky in Albuquerque, NM.",11/7/2014,,,35.101401,-106.631867
Open,4/12/2014 21:00,Albuquerque,NM,USA,Fireball,A redish-orange sphere that appeared to glow or be on fire fell out of the sky towards the ground.,4/12/2014,,,35.101401,-106.631867
Open,11/22/2012 19:30,Albuquerque,NM,USA,Fireball,"Unexplained ""fireball"" over albuquerque's west side.",11/22/2012,,,35.101401,-106.631867
Open,10/28/2008 19:29,Albuquerque,NM,USA,Fireball,Large bright breen object north of Albuquerque that appeared to be breaking up.,10/28/2008,,,35.101401,-106.631867
Open,10/11/2008 22:20,Albuquerque,NM,USA,Fireball,Vehicle out of southern sky thought to be shooting star hovers over city.,10/17/2008,,,35.101401,-106.631867
Open,12/1/2001 21:20,Albuquerque,NM,USA,Fireball,"5 blue-white spheres w/bright, glowing trails, traveling slowly from south to north over Albuquerque, 9:20 pm, 12/01/01",12/8/2001,,,35.101401,-106.631867
Open,4/22/1999 22:50,Albuquerque,NM,USA,Fireball,"A red & green light streaked across the sky, south of Osuna, from East to West then dissappeared.",4/28/1999,,,35.101401,-106.631867
Open,8/10/1998 6:00,Albuquerque,NM,USA,Fireball,"Object seen streaking across sky, leaveing huge contrail, it was across the horizon over head, and heading east to west, along hwy40(ro",8/20/1998,,,35.101401,-106.631867
Open,7/15/1998 1:30,Albuquerque,NM,USA,Fireball,Green Fireball Sighted Near Albuquerque Moving Directly Up From the Ground,5/2/2006,,,35.101401,-106.631867
Open,11/23/1997 5:50,Albuquerque,NM,USA,Fireball,there was a red light over the petroglyph national park it went up from the ground then changed to yellow orange color then span really,2/11/2001,,,35.101401,-106.631867
Open,11/21/2013 19:57,Arroyo Seco,NM,USA,Fireball,Traveling fire ball in the sky.,11/22/2013,,,36.516508,-105.569188
Open,10/22/2017 20:42,Artesia,NM,USA,Fireball,"Stepped outside for a chore, looked up and saw a rather huge, fiery ball of something moving at a high rate of speed. At first I though",10/22/2017,,,32.840683,-104.405192
Open,7/12/2017 0:45,Artesia,NM,USA,Fireball,"Brantley Lake. To the S, we saw a bright green flash the size of a small plane.",9/12/2017,,,32.840683,-104.405192
Open,3/4/2015 19:30,Aztec,NM,USA,Fireball,"5 red and white lights formed in triangle. 2 upper lights split off and one looked like it exploded into a fireball, disappeared.",3/4/2015,,,36.82324,-107.99355
Open,7/24/2008 23:30,Aztec,NM,USA,Fireball,"huge, bright meteor seen over Aztec, New Mexico...again.",8/6/2008,,,36.82324,-107.99355
Open,11/8/2007 23:30,Aztec,NM,USA,Fireball,((HOAX??)) Aztec crash?? ((anonymous report)),11/9/2007,,,36.82324,-107.99355
Open,11/20/2013 4:40,Carlsbad,NM,USA,Fireball,Bright fireball object.,11/20/2013,,,32.418235,-104.230988
Open,9/22/1998 22:00,Cedar Crest,NM,USA,Fireball,Walking our dogs at 10:00 pm 9-22-98 looking south a large ball of light with a tail 3 times larger than the ball that sparked and flic,9/29/1998,,,35.108276,-106.375249
Open,3/23/2017 20:30,Corrales,NM,USA,Fireball,Green orb to the S of Corrales. Looked like it was just above cloud level. Hovered for a second and took off. ((anonymous report)),3/23/2017,,,35.235695,-106.605927
Open,12/21/2014 19:00,Edgewood,NM,USA,Fireball,Orange/Red ball of light moving across night sky at low altitude.,12/21/2014,,,35.062178,-106.190312
Open,11/20/2003 17:30,El Rito,NM,USA,Fireball,"A bright yellow egg-shaped firey object suddenly appeared in the west on 11/20/03 at l7:30 hours, suddenly vanishing and leaving a smok",11/24/2003,,,36.340777,-106.184527
Open,10/23/2005 12:00,Espanola,NM,USA,Fireball,AMAZING DIFERENT FORMING UFO UNLIKE ANY OTHER IN ESPANOLA NEW MEXICO! ((Possibly Sirius?? PD)),1/26/2006,,,35.992722,-106.079739
Open,2/20/2001 1:15,Farmington,NM,USA,Fireball,lg green fireball!,2/22/2001,,,36.746211,-108.19233
Open,10/1/2002 16:00,Grants,NM,USA,Fireball,"In October 2002, I was driving east on Interestate 40 (close to mile marker 100), when I saw a greenish ""comet-like"" shape movng very",4/16/2003,,,35.152307,-107.834548
Open,5/8/2019 22:00,La Mesa,NM,USA,Fireball,5 separate large fireballs with bright white light in the middle of them each. At one time it looked as if it left a smoke like trail.,5/12/2019,,,32.12151,-106.706519
Open,8/20/1959 3:00,Lake Bonita,NM,USA,Fireball,It landed and lit up the mountian like day. there were some sort of peoplw with lights that where they put them it wasa like daylight.,11/7/1999,,,33.457047,-105.735887
Open,1/17/2020 7:30,Las Cruces,NM,USA,Fireball,Strange Fireballs over Las Cruces,1/18/2020,,,32.324738,-106.759443
Open,7/26/2017 21:30,Las Cruces,NM,USA,Fireball,"Faced Organ mts. From my home in LA Mesa. Noticed orangish burning fireball type ufo, ((anonymous report))",7/27/2017,,,32.324738,-106.759443
Open,3/16/2017 17:00,Las Cruces,NM,USA,Fireball,Driving on Baylor Canyon Rd towards University Ave in Las Cruces outskirts. I spotted a light/orb reddish in color but variating bright,3/17/2017,,,32.324738,-106.759443
Open,11/19/2015 19:20,Las Cruces,NM,USA,Fireball,Bright orange fireball moving slowly and without noise from north to south,11/21/2015,,,32.324738,-106.759443
Open,9/30/2015 23:00,Las Cruces,NM,USA,Fireball,"Looked like fire ball white cylinder/ball-shaped, falling with multi-colored sparkling trail.",10/1/2015,,,32.324738,-106.759443
Open,4/12/2014 21:30,Las Cruces,NM,USA,Fireball,flashing sky fireball falling down.,4/12/2014,,,32.324738,-106.759443
Open,4/12/2014 21:05,Las Cruces,NM,USA,Fireball,"Blue ball, followed by a flame.",4/12/2014,,,32.324738,-106.759443
Open,4/21/2013 2:00,Las Cruces,NM,USA,Fireball,Out side wal mart several people were watching a slow moving fire moving from east to west. They said it has been going for 2 minutes.,4/21/2013,,,32.324738,-106.759443
Open,10/28/2012 18:45,Las Cruces,NM,USA,Fireball,"3 fireballs over mnts, triangle formation, random blinking on & off for 6 min.",11/23/2012,,,32.324738,-106.759443
Open,10/11/2012 20:30,Las Cruces,NM,USA,Fireball,4 fireballs side by side,10/11/2012,,,32.324738,-106.759443
Open,10/10/2012 20:30,Las Cruces,NM,USA,Fireball,4 fireballs in sky side by side,10/11/2012,,,32.324738,-106.759443
Open,4/20/2009 18:35,Las Cruces,NM,USA,Fireball,Orange Fireball Traveling Northbound Over Las Cruces,4/21/2009,,,32.324738,-106.759443
Open,8/15/1999 23:18,Las Cruces,NM,USA,Fireball,"a close friend of mine witnessed the same phenomenon (sp?) that was reported in northern new mexico 250 miles south of albuquerque, in",12/13/1999,,,32.324738,-106.759443
Open,7/15/1997 22:30,Las Cruces,NM,USA,Fireball,"Orange, glowing ball moving at height of 50 to 300 feet over and around a city park (Apodaka Park). Pursued by 2--3 helos w/searchlight",10/12/1998,,,32.324738,-106.759443
Open,6/15/1997 3:00,Las Cruces,NM,USA,Fireball,"Circle shaped red fire ball in Las Cruces, NM",11/13/2012,,,32.324738,-106.759443
Open,5/30/1991 9:10,Las Cruces,NM,USA,Fireball,a hollow blue ball of lighting that turned to a fireball then took and umbrella shape and loomed for a second then disapeared.,6/15/2006,,,32.324738,-106.759443
Open,1/11/2001 21:50,Las Vegas,NM,USA,Fireball,"Green fireball, falling from 15 to 20 degrees above the horizon in a straight line to the horizon from my view, leaving a trail.",1/12/2001,,,35.598375,-105.224193
Open,10/1/2016 8:33,Lemitar,NM,USA,Fireball,6 Orange orbs in the sky in Lemitar.,10/20/2016,,,34.158742,-106.911081
Open,9/9/2010 22:00,Lemitar,NM,USA,Fireball,orange lights in the southeastern sky in New Mexico,9/9/2010,,,34.158742,-106.911081
Open,1/19/2017 18:05,Lincoln,NM,USA,Fireball,500 orbs being chased by a jet. ((NUFORC Note: We would welcome additional reports. PD)),1/19/2017,,,33.491655,-105.383356
Open,1/9/2020 19:45,Los Lunas,NM,USA,Fireball,"Lights over Los Lunas similar to fireballs. ((""Starlink"" satellites??))",1/9/2020,,,34.804859,-106.733988
Open,1/21/2014 0:45,Luna,NM,USA,Fireball,Orange fireball.,1/21/2014,,,33.818732,-108.954278
Open,10/28/2008 19:38,Medanales,NM,USA,Fireball,"I saw a chartreuse green fireball with a trail of orange sparks as I was driving on the night of Oct. 28, 2008.",10/30/2008,,,36.17617,-106.183063
Open,12/21/2014 20:16,Portales,NM,USA,Fireball,Bright neon green light lights up horizon.,12/21/2014,,,34.184208,-103.335009
Open,11/4/2012 18:34,Ranchos de Taos,NM,USA,Fireball,"Large westward moving blue-white meteor 18:34 MT seen from Taos, NM",11/5/2012,,,36.357663,-105.608587
Open,12/16/2016 23:30,Rio Rancho,NM,USA,Fireball,The mysterious sound and wake of an explosion in Rio Rancho.,12/17/2016,,,35.231041,-106.662789
Open,3/3/2010 6:15,Rio Rancho,NM,USA,Fireball,A fireball in the sky,3/3/2010,,,35.231041,-106.662789
Open,10/1/1998 4:30,Rio Rancho,NM,USA,Fireball,Sighted during the major meteor shower last year.,3/3/1999,,,35.231041,-106.662789
Open,9/30/2020 20:15,Roswell,NM,USA,Fireball,"Orange balls of light on US 285, just north of Roswell, New Mexico.",9/30/2020,,,33.394758,-104.523489
Open,12/10/2014 17:30,Ruidoso,NM,USA,Fireball,"1 lg. bright orange orb that split into 3 orbs. Fighter jets chased them & they disappeared. Mil. jets, helis, and a b2 followed.",12/11/2014,,,33.333231,-105.681385
Open,8/19/2021 3:00,Santa Fe,NM,USA,Fireball,The night of August 19th 2021 around 3:00 in the morning I look towards the ski base Santa Fe New Mexico and I saw a ball of light in t,8/22/2021,,,35.685756,-105.938613
Open,2/24/2017 20:30,Santa Fe,NM,USA,Fireball,"I notice a large light high up in the sky that I thought was the planet, Jupiter. ((NUFORC Note: Venus. PD))",2/24/2017,,,35.685756,-105.938613
Open,12/31/2016 9:20,Santa Fe,NM,USA,Fireball,"Orange, fiery light in north western sky, Santa Fe, NM.",12/31/2016,,,35.685756,-105.938613
Open,12/6/2015 12:00,Santa Fe,NM,USA,Fireball,Green fireball. ((NUFORC Note: Possible meteor?? PD)),12/9/2015,,,35.685756,-105.938613
Open,4/11/2015 20:50,Santa Fe,NM,USA,Fireball,bright light turned green became larger and appeared to fall behind mountains.,4/12/2015,,,35.685756,-105.938613
Open,10/14/2014 22:00,Santa Fe,NM,USA,Fireball,"Green Fire Ball Falling New Mexico ((NUFORC Note: Possible meteor, we wonder. PD))",10/14/2014,,,35.685756,-105.938613
Open,2/22/2008 18:50,Santa Fe,NM,USA,Fireball,"Pretty large, very bright, white ball with flames coming out, caused power to go out in friend's house.",2/22/2008,,,35.685756,-105.938613
Open,10/1/2006 22:00,Santa Fe,NM,USA,Fireball,Several bright lights headed slowly towards horizon,10/3/2006,,,35.685756,-105.938613
Open,5/28/1998 20:30,Santa Fe,NM,USA,Fireball,"We saw the object in the sky south of Santa Fe just after sunset. It looked like a glowing white sphere against the indigo sky, and was",5/28/1998,,,35.685756,-105.938613
Open,9/27/2008 0:30,Santa Rosa,NM,USA,Fireball,A large yellow fireball traveling slowly and nearly horizontal across the night sky,9/28/2008,,,34.937773,-104.682646
Open,1/21/2004 23:40,Silver City,NM,USA,Fireball,"Something explodes in the skies over Silver City, New Mexico",1/22/2004,,,32.769306,-108.280215
Open,10/7/2002 19:00,Sky City,NM,USA,Fireball,Greenish and Orange fireball that lasted about 3 to 5 seconds and then exploded making a ring of fire.,1/8/2004,,,34.896115,-107.582318
Open,8/31/2022 21:16,Socorro,NM,USA,Fireball,Flashing red lights in the distance turned off when I started recognizing & taking pics,9/1/2022,Y,,34.057247,-106.892888
Open,12/25/2017 15:30,Taos,NM,USA,Fireball,"I just flipped through a few photos I took on Christmas Day at Luna Mystica, an Airstream hotel near Taos,NM. I noticed strange object",12/27/2017,,,36.406326,-105.573264
Open,12/13/2006 18:07,Tularosa,NM,USA,Fireball,"Flying Object Crash by Tularosa,NM around 18:00 hours",12/14/2006,,,33.075,-106.018048
Open,6/6/2007 0:00,White City,NM,USA,Fireball,I was standing next to a Big Red glowing lava Moon that was turning off and on creating a storm.,7/23/2008,,,32.176178,-104.376294
Open,11/20/2015 10:55,White Sands,NM,USA,Fireball,"Larges fire ball look like a large commet with a short tale, moving from east to west farely slow for about five second and them move s",11/20/2015,,,32.943564,-106.419441
Open,3/28/2009 21:30,Winston,NM,USA,Fireball,Meteor or Fireball between Cuchillo and Winston NM March 28 2009 about 9:30 PM very light and very big.,3/31/2009,,,33.346154,-107.647666
Open,7/28/2020 21:10,Albuquerque,NM,USA,Flash,Was driving East bound on I40 was getting off at the Rio Grande exit. As I was exiting the freeway I noticed in my upper left Periphera,7/28/2020,,,35.101401,-106.631867
Open,7/30/2019 22:30,Albuquerque,NM,USA,Flash,Flashes in clear night sky.,7/30/2019,,,35.101401,-106.631867
Open,2/15/2018 23:00,Albuquerque,NM,USA,Flash,Bright blue/green circle flash flying fast horizonatally in sky and went away in 3 seconds.,2/16/2018,,,35.101401,-106.631867
Open,2/23/2017 15:10,Albuquerque,NM,USA,Flash,Unfamiliar craft with blinding reflective light in a sunny blue sky. ((anonymous report)),2/23/2017,,,35.101401,-106.631867
Open,9/8/2014 4:42,Albuquerque,NM,USA,Flash,"Bright double-flash over Albuquerque's west side at 4:42 A.M MDT on September 8, 2014.",9/8/2014,,,35.101401,-106.631867
Open,10/15/2013 22:00,Albuquerque,NM,USA,Flash,While getting off freeway on Eubank exit a bright flash of light went in front of car had to brake apparently vehicle next to us disapp,10/15/2013,,,35.101401,-106.631867
Open,10/14/2013 1:40,Albuquerque,NM,USA,Flash,3 flashing green lights in formatiom of a triangle to big to.be stars,10/14/2013,,,35.101401,-106.631867
Open,11/9/2012 23:00,Albuquerque,NM,USA,Flash,Blue/Green streaming flash of light shooting towards and over the Sandia Mountains near Tramway.,11/9/2012,,,35.101401,-106.631867
Open,4/17/2012 22:00,Albuquerque,NM,USA,Flash,Redsish star or Mars appeared to fade away,4/18/2012,,,35.101401,-106.631867
Open,4/16/2012 23:00,Albuquerque,NM,USA,Flash,I was in my bedroom in bed. I happened to look at my window and saw a deep blue horizontal light shaped like a bar flashing across the,4/17/2012,,,35.101401,-106.631867
Open,12/2/2010 13:32,Albuquerque,NM,USA,Flash,Flash over desert turing green and red in color flying supersonicly.,12/2/2010,,,35.101401,-106.631867
Open,5/25/2010 22:00,Albuquerque,NM,USA,Flash,a bright light over Albuquerque NM,5/25/2010,,,35.101401,-106.631867
Open,3/23/2008 12:55,Albuquerque,NM,USA,Flash,Small flashing white light & large fast white oval......,3/24/2008,,,35.101401,-106.631867
Open,8/23/2002 3:45,Albuquerque,NM,USA,Flash,I was smoking a cigarette when I looked up and saw a little brite light moving slow for about 5 seconds. Then i saw it flash with a br,8/23/2002,,,35.101401,-106.631867
Open,2/5/1997 22:00,Albuquerque,NM,USA,Flash,Two crafts flying onto field,1/17/2004,,,35.101401,-106.631867
Open,5/31/2016 23:00,Bloomfield,NM,USA,Flash,((NUFORC Note: Anonymous source of report provides no information. Date is flawed. PD)),6/1/2016,,,36.716725,-107.980604
Open,7/5/2015 1:00,Cloudcroft,NM,USA,Flash,"Two ufo sightings in one day, cloud croft new Mexico",7/6/2015,,,32.954872,-105.739939
Open,3/9/2002 16:00,Glenwood,NM,USA,Flash,the object made a yellowish beam and made a strange fire like noise.,3/11/2002,,,33.317543,-108.88234
Open,3/12/2001 19:50,Hobbs,NM,USA,Flash,"AT APPROX 19:50, I WAS OUT SIDE IN MY FRONT YARD, I FELT AND HEARD A SONIC-BOOM. I IMMEDIATELY LOOKED UP AND SAW THREE TO FOUR JETS FL",3/12/2001,,,32.706351,-103.132147
Open,6/15/1976 23:00,Hobbs,NM,USA,Flash,Large Flash of Light observed from an FAA control tower in New Mexico.,3/17/2003,,,32.706351,-103.132147
Open,10/23/2015 6:00,Rio Rancho,NM,USA,Flash,Two events seconds apart at right angles from each other - flashed across the sky.,10/23/2015,,,35.231041,-106.662789
Open,11/8/2012 22:30,Roswell,NM,USA,Flash,Bright flashes in sky east of Roswell. Decended with not trail towards the ground.,11/9/2012,,,33.394758,-104.523489
Open,1/5/2006 18:45,Roswell,NM,USA,Flash,"Unknown flash of light, High altitude",1/13/2006,,,33.394758,-104.523489
Open,10/31/2003 2:00,Roswell,NM,USA,Flash,Green flash traveling at high velocity,12/16/2003,,,33.394758,-104.523489
Open,7/12/2001 2:30,Ruidoso,NM,USA,Flash,"Flash of Light, followed by a orange fireball",7/12/2001,,,33.333231,-105.681385
Open,3/21/2018 22:50,Sandia Park,NM,USA,Flash,"A non-metered flashing light of oscillating intensity and varied trajectory, with inconstant speed.",3/21/2018,,,35.167808,-106.366508
Open,12/8/2018 22:30,Santa Fe,NM,USA,Flash,15 flashing lights in a vertical formation traveling in northern sky east to west with two fighter jets flying at them.,12/8/2018,,,35.685756,-105.938613
Open,1/23/2016 19:45,Santa Fe,NM,USA,Flash,"Green-blue, thick, falling star-like flash.",1/24/2016,,,35.685756,-105.938613
Open,10/27/2007 23:00,Santa Fe,NM,USA,Flash,Many flashing lights in the eastern night sky above Santa Fe,10/26/2007,,,35.685756,-105.938613
Open,10/16/2006 21:05,Silver City,NM,USA,Flash,Very faint flashing strobe.,10/16/2006,,,32.769306,-108.280215
Open,11/8/2012 23:00,Tucumcari,NM,USA,Flash,"On Hwy 54 headed North, the entire sky lit up in a bright blue light beginning in the north horizon and encompassing entire 360 view.",11/9/2012,,,35.172972,-103.725902
Open,8/15/1999 23:18,Tularosa,NM,USA,Flash,Just to let you know the light over Aztec N.M. was seen here also. It was reported by Joel Vincent on AM 1270 for several days after,9/8/1999,,,33.075,-106.018048
Open,10/15/2012 22:00,Velarde,NM,USA,Flash,"Red, Blue, and Bright White Hovering Crafts over the East Mesa in Velarde, NM. ((NUFORC Note: ""Twinkling"" stars? PD))",10/15/2012,,,36.166808,-105.967282
Open,4/10/2024 21:15,White Sands,NM,USA,Flash,"Flash bulb-like lights against a clear, dark sky.",4/22/2024,,,32.943564,-106.419441
Open,10/20/2021 20:00,Alamogordo,NM,USA,Formation,Golden lights spotted in the sky over white sands national park.,10/20/2021,,,32.891812,-105.952151
Open,1/26/2022 19:15,Alamogordo,NM,USA,Formation,"Saw 6 lights, 2 separate aircrafts",1/31/2022,,,32.891812,-105.952151
Open,8/12/2019 21:30,Alamogordo,NM,USA,Formation,"4 bright orange lights flashing in sequence, then disappears. Minutes later a single orange light appears. ((anonymous report))",8/13/2019,,,32.891812,-105.952151
Open,5/28/2024 21:24,Albuquerque,NM,USA,Formation,3 “stars” seeming to move in relation to one another and forming a moving triangle,8/13/2024,Y,,35.101401,-106.631867
Open,4/4/2024 4:48,Albuquerque,NM,USA,Formation,3 star-looking lights falling down toward Earth in a line with an additional one above them that blinks,8/13/2024,Y,Starlink,35.101401,-106.631867
Open,5/5/2021 22:00,Albuquerque,NM,USA,Formation,"I thought I was looking at Cassiopeia with its 'W' shape, then I released that it was a series of lights moving silently across the sky",5/5/2021,,,35.101401,-106.631867
Open,1/1/2021 0:05,Albuquerque,NM,USA,Formation,"My son and grand daughter went outside to watch fireworks on NYE 2020/2021 , I told them too cold so I did not go w them. My granddaugh",1/3/2021,,,35.101401,-106.631867
Open,10/30/2019 12:30,Albuquerque,NM,USA,Formation,"V-shaped formation of multiple white lights over Albuquerque, NM",10/30/2019,,,35.101401,-106.631867
Open,4/13/2016 19:15,Albuquerque,NM,USA,Formation,5 Interconnected objects.,4/13/2016,,,35.101401,-106.631867
Open,1/2/2016 14:10,Albuquerque,NM,USA,Formation,Multiple blue metallic lights heading east in formation witnessed in clear weather.,1/3/2016,,,35.101401,-106.631867
Open,3/18/2014 20:00,Albuquerque,NM,USA,Formation,Still lights in a row with no movement for 30 or so seconds.,3/18/2014,,,35.101401,-106.631867
Open,6/10/2013 22:30,Albuquerque,NM,USA,Formation,Disk and a small cluster of strange lights.,6/12/2013,,,35.101401,-106.631867
Open,3/13/2013 22:15,Albuquerque,NM,USA,Formation,6-7 golden orbs in a V-formation like a flock of birds,3/13/2013,,,35.101401,-106.631867
Open,12/2/2001 18:45,Albuquerque,NM,USA,Formation,"Formation - White Triangle, String of Lights, and Large Red Glow",12/2/2001,,,35.101401,-106.631867
Open,6/20/1989 22:45,Albuquerque,NM,USA,Formation,14 lighted objects on a clear night in New Mexico.,7/18/2011,,,35.101401,-106.631867
Open,7/15/1977 22:00,Albuquerque,NM,USA,Formation,"Lights in formation, stopped, changed formation, then continued along their previous direction.",5/3/2020,,,35.101401,-106.631867
Open,11/28/2014 20:00,Albuquerque,NM,USA,Formation,Saw formation of a lot shape with bright orange lights hovering over Albuquerque airport area. All were little then faded.,11/29/2014,,,35.04692,-106.543784
Open,2/2/2023 19:15,Artesia,NM,USA,Formation,"Me, my wife and to adult age sons witnessed six lights appear in intervals I. Two line formations",2/4/2023,,,32.840683,-104.405192
Open,10/31/2009 11:15,Belen,NM,USA,Formation,Observed 4 light formation blinking red/green at a frequency of 1 per second approx 20 miles ESE of belen nm altitude approx 10000 ft.,11/3/2009,,,34.660595,-106.775377
Open,11/18/2016 16:00,Clayton,NM,USA,Formation,Flock of “birds” shimmer and completely disappear,6/3/2023,,,36.589688,-103.663987
Open,7/15/1993 1:00,Clovis,NM,USA,Formation,"Early morning around 0100; I couldn’t sleep and was looking out the window and noticed 4 blinking red lights, above the horizon, that w",9/24/2015,,,34.406841,-103.199641
Open,8/18/2019 10:10,Colmor,NM,USA,Formation,"Driving S on I-25, W off the hwy. towards Ocate 7 crafts where flying in formation accelerating and decelerating rapidly. ((anonymous))",8/21/2019,,,36.219129,-104.649607
Open,5/27/2021 22:30,El Rito,NM,USA,Formation,Multiple changing colored lights following a path,12/28/2021,Y,,36.340777,-106.184527
